timestamp,elapsed_seconds,datetime,system_time,chronotick_time,chronotick_offset_ms,chronotick_uncertainty_ms,chronotick_confidence,chronotick_source,ntp_offset_ms,ntp_delay_ms,ntp_server,chronotick_error_vs_ntp_ms,system_error_vs_ntp_ms
1760594812.132327,300.2118818759918,2025-10-16T01:06:52.132327,1760594812.132327,1760594812.130009,-2.318095648661256,1.0,0.95,cpu,1.1501312255859375,67.98267364501953,pool.ntp.org,-3.47,-1.15
1760594822.2030265,310.2825813293457,2025-10-16T01:07:02.203027,1760594822.2030265,1760594822.2007508,-2.275719540193677,1.0,0.95,cpu,,,,,
1760594832.204976,320.284530878067,2025-10-16T01:07:12.204976,1760594832.204976,1760594832.2027493,-2.226724289357662,1.0,0.95,cpu,,,,,
1760594842.2069478,330.2865025997162,2025-10-16T01:07:22.206948,1760594842.2069478,1760594842.2047844,-2.1635224111378193,1.0,0.95,cpu,,,,,
1760594852.2092884,340.2888431549072,2025-10-16T01:07:32.209288,1760594852.2092884,1760594852.2072039,-2.0844372920691967,1.0,0.95,cpu,,,,,
1760594862.211386,350.29094076156616,2025-10-16T01:07:42.211386,1760594862.211386,1760594862.2093973,-1.9885303918272257,1.0,0.95,cpu,,,,,
1760594872.213289,360.29284381866455,2025-10-16T01:07:52.213289,1760594872.213289,1760594872.2114856,-1.8034090753644705,1.0,0.95,cpu,,,,,
1760594882.2150996,370.29465436935425,2025-10-16T01:08:02.215100,1760594882.2150996,1760594882.213686,-1.4137006364762783,1.0,0.95,cpu,,,,,
1760594892.2231321,380.30268692970276,2025-10-16T01:08:12.223132,1760594892.2231321,1760594892.2228835,-0.24859397672116756,1.0,0.95,cpu,,,,,
1760594902.224252,390.3038067817688,2025-10-16T01:08:22.224252,1760594902.224252,1760594902.2221644,-2.087630098685622,1.0,0.95,cpu,,,,,
1760594912.226179,400.3057336807251,2025-10-16T01:08:32.226179,1760594912.226179,1760594912.2241156,-2.0633526146411896,1.0,0.95,cpu,-0.9372234344482422,64.20660018920898,pool.ntp.org,-1.13,0.94
1760594922.294138,410.3736927509308,2025-10-16T01:08:42.294138,1760594922.294138,1760594922.2920885,-2.0493557676672935,1.0,0.95,cpu,,,,,
1760594932.295979,420.3755338191986,2025-10-16T01:08:52.295979,1760594932.295979,1760594932.2939327,-2.046410460025072,1.0,0.95,cpu,,,,,
1760594942.2979105,430.3774652481079,2025-10-16T01:09:02.297910,1760594942.2979105,1760594942.2958899,-2.020648680627346,1.0,0.95,cpu,,,,,
1760594952.2998257,440.37938046455383,2025-10-16T01:09:12.299826,1760594952.2998257,1760594952.2978241,-2.0016080234199762,1.0,0.95,cpu,,,,,
1760594962.3018107,450.38136553764343,2025-10-16T01:09:22.301811,1760594962.3018107,1760594962.2998354,-1.9753905944526196,1.0,0.95,cpu,,,,,
1760594972.3038146,460.3833694458008,2025-10-16T01:09:32.303815,1760594972.3038146,1760594972.3018723,-1.9424357451498508,1.0,0.95,cpu,,,,,
1760594982.305713,470.3852677345276,2025-10-16T01:09:42.305713,1760594982.305713,1760594982.3037963,-1.9166244892403483,1.0,0.95,cpu,,,,,
1760594992.3080666,480.3876214027405,2025-10-16T01:09:52.308067,1760594992.3080666,1760594992.3061814,-1.885059173218906,1.0,0.95,cpu,,,,,
1760595002.3100781,490.38963294029236,2025-10-16T01:10:02.310078,1760595002.3100781,1760595002.3082337,-1.8443651497364044,1.0,0.95,cpu,,,,,
1760595012.3115637,500.39111852645874,2025-10-16T01:10:12.311564,1760595012.3115637,1760595012.309763,-1.8007972976192832,1.0,0.95,cpu,0.7598400115966797,28.765201568603516,pool.ntp.org,-2.56,-0.76
